responseid,interview_start,interview_end,gender,colour_plus,region,list,Q1_1,Q1_2,Q1_3,Q1_4,Q1_99,Q2,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q4,Q4_98_other,Q4b_1,Q4b_2,Q4b_3,Q4b_4,Q4b_98,Q4b_98_recoded,Q4b_98_other,Q4b_5,Q4b_6,Q4b_7,Q4b_8,Q4b_9,Q4b_10,Q4b_99,Q5_1,Q5_2,Q5_3,Q5_4,Q5_99,Q6ax1_1,Q6ax1_2,Q6ax1_3,Q6ax2_1,Q6ax2_2,Q6ax2_3,Q6ax3_1,Q6ax3_2,Q6ax3_3,Q6ax4_1,Q6ax4_2,Q6ax4_3,Q6bx1_1,Q6bx1_2,Q6bx1_3,Q6bx2_1,Q6bx2_2,Q6bx2_3,Q6bx3_1,Q6bx3_2,Q6bx3_3,Q6bx4_1,Q6bx4_2,Q6bx4_3,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_99,Q9,Q10_1,Q10_2,oQ11,Q13,Q13_98_other,Q13_1,Q13_2,Q13_3,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_98,Q14_98_other,Q14_99,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_98,Q15_98_other,Q15_99,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q18a_1,Q18a_2,Q18a_3,Q18a_4,Q18a_5,Q18a_6,Q18a_7,Q18a_8,Q18a_9,Q18a_99,Q17_1,Q17_2,Q17_3,Q18,Q19,Q20,Q21,Q21_98_other,Q22,Q22_98_other,Q23,AgeBand,Q24
2644,5/12/2024,5/12/2024,Not Stated,KHAKI,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,1,0,Where is convenient on our travels,0,0,1,0,0,0,0,0,1,0,0,0,,,,3,5,5,,,,,,,,,,2,2,2,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,0,0,Very familiar,Strongly agree,Strongly agree,We have 2 EVs but nether are V2G capable.,Next 3-5 years,,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,1,0,1,0,1,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,1,2,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,3,2,Freestanding house,,Own outright,,71,65+,Prefer not to say
2645,5/12/2024,5/12/2024,Male,KHAKI,REGIONAL,Main,0,0,0,1,0,"20,001-50,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,,,,,,,,,,3,4,5,,,,,,,,,,1,2,2,Strongly agree,Strongly agree,Strongly agree,1,0,0,Somewhat familiar,Somewhat agree,Somewhat agree,No,Next 3-5 years,,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,,0,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,0,1,0,0,0,0,0,0,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,2,Freestanding house,,Own outright,,67,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2646,5/12/2024,5/12/2024,Male,GREY,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,2,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Somewhat agree,Somewhat disagree,,,,0,0,0,0,0,1,0,0,0,1,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,2,1,3,None of these,2,2,Freestanding house,,Own outright,,73,65+,"$500-1000 a week / $26,000-$52,000 a year"
2649,5/12/2024,5/12/2024,Female,LILAC,RURAL,EV,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At home,,0,0,0,0,1,0,Tesla supercharger,1,0,0,0,0,0,0,0,0,0,0,1,,,,2,2,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Somewhat familiar,Strongly agree,Strongly agree,The sooner the better!,As soon as possible,,0,0,0,0,1,1,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,1,0,1,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,0,0,0,0,0,1,1,1,0,3,1,2,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,5,1,Townhouse,,Own outright,,81,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2650,5/12/2024,5/12/2024,Male,ORANGE,REGIONAL,Main,0,1,0,0,0,"10,000-20,000",0,1,0,0,0,At work,,0,1,1,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,2,2,4,,,,,,,,,,1,1,1,,,,,,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,1,1,0,Somewhat familiar,Strongly agree,Strongly agree,,Next 1-2 years,,0,0,0,0,1,0,1,0,1,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,,0,Very interested,Very interested,Very interested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,1,0,1,1,0,0,0,0,3,1,2,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,10,5 or more,Freestanding house,,Own outright,,62,55-64 years,"$1000-2000 a week / $52,000-$104,000 a year"
2651,5/12/2024,5/12/2024,Male,KHAKI,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,4,5,5,,,,,,,,,,2,2,2,,,,,,,Somewhat disagree,Strongly disagree,Strongly disagree,1,1,0,Somewhat familiar,Strongly agree,Somewhat disagree,We are offgrid so it works differently for us.,,,0,0,0,0,0,1,1,0,0,0,0,0,,0,1,0,0,0,0,1,0,0,1,0,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,0,0,0,0,0,0,0,0,0,1,1,2,3,None of these,0,2,Freestanding house,,Own outright,,70,65+,Prefer not to say
2653,5/12/2024,5/12/2024,Female,LILAC,METROPOLITAN,EV,1,1,0,0,0,"Less than 10,000",1,1,0,0,0,At home,,0,0,0,0,0,,,0,0,0,0,0,0,1,0,1,0,0,0,5,5,5,5,5,5,,,,,,,2,2,2,2,2,2,,,,,,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1,0,0,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,No,Don't know,,0,0,0,0,0,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,1,2,3,None of these,1,2,Freestanding house,,Own outright,,93,65+,Prefer not to say
2655,5/12/2024,5/12/2024,Male,ORANGE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,1,0,5,4,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly agree,Somewhat agree,Strongly disagree,1,0,0,Somewhat familiar,Somewhat agree,Somewhat agree,Which cars are compatible with this technology?,Next 3-5 years,,0,0,0,1,1,0,1,0,0,0,0,0,,0,1,1,0,0,1,0,0,0,0,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly uninterested,Fairly uninterested,Fairly interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,2,1,3,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,2,4,Freestanding house,,Own with mortgage,,56,55-64 years,Prefer not to say
2656,5/12/2024,5/12/2024,Male,ORANGE,METROPOLITAN,Main,1,0,0,0,0,"20,001-50,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,5,2,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Not at all familiar,Somewhat agree,Neither agree nor disagree,,5+ years,,0,0,0,0,1,1,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,1,0,,0,Fairly interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Fairly uninterested,Not at all interested,Very interested,Fairly interested,1,0,0,0,1,0,0,0,1,0,2,1,3,None of these,0,2,Freestanding house,,Own with mortgage,,65,65+,"$2000-3000 a week / $104,000-$156,000 a year"
2657,5/12/2024,5/12/2024,Not Stated,ORANGE,INTERSTATE,EV,0,1,0,0,0,"Less than 10,000",1,1,0,1,0,At work,,0,1,1,1,1,0,Charger at work,0,0,0,0,1,0,0,0,1,0,0,0,,,,0 - Weekdays,5,5,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Somewhat disagree,Strongly disagree,0,0,1,Very familiar,Somewhat agree,Somewhat agree,,Next 3-5 years,,0,0,0,0,1,0,0,0,0,1,1,0,,0,0,0,0,0,1,0,1,0,0,1,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,1,1,1,1,1,1,1,0,1,2,3,"Discharge to my home only, to reduce my energy bills",5,2,Townhouse,,Own with mortgage,,46,45-54 years,"$3000-4000 a week / $156,000-$208,000 a year"
2658,5/12/2024,5/12/2024,Male,LILAC,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,2,3,4,,,,,,,,,,0 - Weekend days,1,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Somewhat agree,Neither agree nor disagree,,5+ years,,0,0,0,0,1,1,0,1,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,3,1,2,"Discharge to my home only, to reduce my energy bills",7,2,Freestanding house,,Own outright,,75,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2659,5/12/2024,5/12/2024,Male,YELLOW,REGIONAL,Boost - 30 to 50,1,0,0,0,0,"Less than 10,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,2,5,5,,,,,,,,,,0 - Weekend days,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Neither agree nor disagree,1,0,0,Not at all familiar,Somewhat agree,Neither agree nor disagree,"In Australia, Big Coal will never allow such a thing to take off.",Next 1-2 years,,0,0,0,0,1,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,1,The environmental impact of manufacturing the components.,0,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Fairly interested,Fairly interested,Fairly uninterested,Fairly interested,Fairly uninterested,Fairly interested,1,1,0,0,0,0,0,0,0,0,1,2,3,"Discharge to my home only, to reduce my energy bills",99,2,Freestanding house,,Own outright,,99,65+,"$500-1000 a week / $26,000-$52,000 a year"
2661,5/12/2024,5/12/2024,Male,,METROPOLITAN,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,3,4,5,,,,,,,2,2,2,1,1,2,,,,,,,Somewhat agree,Strongly agree,Somewhat disagree,1,0,0,Very familiar,Neither agree nor disagree,Somewhat agree,,Next 1-2 years,,0,0,0,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,1,1,1,0,0,0,0,,0,Very interested,Very interested,Very interested,Fairly interested,Very interested,Very interested,Very interested,Very interested,Very interested,1,1,1,1,1,1,1,1,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,1,4,Freestanding house,,Own with mortgage,,52,45-54 years,"$4000+ a week / $208,000+ a year"
2662,5/12/2024,5/12/2024,Female,ORANGE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,1,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,1,0,0,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,,Don't know,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,1,0,1,0,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,0,0,0,0,0,0,0,0,1,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,1,4,Freestanding house,,Own outright,,63,55-64 years,Prefer not to say
2664,5/12/2024,5/12/2024,Not Stated,PURPLE,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,1,2,5,,,,,,,,,,0 - Weekend days,2,2,,,,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,0,0,1,Somewhat familiar,Strongly disagree,Strongly disagree,i don't want the inverse of this where the government controls my power usage. so i'd never sign up in the first place,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,1,0,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Semidetached or terrace,,Own with mortgage,,37,35-44 years,"$1000-2000 a week / $52,000-$104,000 a year"
2665,5/12/2024,5/12/2024,Male,PURPLE,METROPOLITAN,EV,0,1,0,0,0,"20,001-50,000",1,0,0,1,0,At home,,0,0,0,0,1,0,Supercharger,1,0,0,0,0,0,0,0,1,0,1,0,,,,2,2,4,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,1,0,Very familiar,Strongly agree,Strongly agree,"V2G + Other battery solutions will be key to grid stability with increasing solar, otherwise solar will be curtailed or charged back to the end-user making it no longer economical to install",As soon as possible,,0,0,0,1,1,0,1,0,0,0,0,0,,0,0,0,0,1,0,1,0,0,1,0,0,,0,Very interested,Fairly interested,Very interested,Neither interested nor uninterested,Very interested,Very interested,Fairly interested,Fairly interested,Very interested,1,0,0,0,0,0,0,1,1,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,6,4,Freestanding house,,Own outright,,0,Prefer not to say,Prefer not to say
2666,5/12/2024,5/12/2024,Male,GREY,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,1,0,0,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,"Sounds dangerous - you are using an electric car to hold energy, there's lots of news saying the batteries are dangerous",Don't know,,0,0,0,1,1,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,1,1,0,0,0,,0,Fairly interested,Neither interested nor uninterested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,0,1,0,0,0,0,0,1,0,0,1,2,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,3,Apartment/unit,,Own with mortgage,,47,45-54 years,"$3000-4000 a week / $156,000-$208,000 a year"
2667,5/12/2024,5/12/2024,Male,LILAC,RURAL,Main,1,0,0,0,0,"Less than 10,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,0 - Weekdays,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Not at all familiar,Somewhat disagree,Somewhat disagree,It's great if you live in a city or only use main highways,,,0,0,0,1,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,0,1,1,0,0,,0,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,2,1,3,"Discharge to my home only, to reduce my energy bills",8,2,Freestanding house,,Own outright,,72,65+,"$500-1000 a week / $26,000-$52,000 a year"
2668,5/12/2024,5/12/2024,Female,LILAC,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",0,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,0,1,3,0 - Weekdays,0 - Weekdays,,,,,,,,,,1,0 - Weekend days,0 - Weekend days,,,,,,,,,,Somewhat disagree,Somewhat agree,Somewhat disagree,0,0,1,Not at all familiar,Somewhat agree,Strongly disagree,electric cars mostly unsuitable for Australia,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,82,65+,"$500-1000 a week / $26,000-$52,000 a year"
2669,5/12/2024,5/12/2024,Female,LILAC,RURAL,Main,1,0,0,0,0,"10,000-20,000",1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,5,5,5,,,,,,,,,,2,2,2,,,,,,,,,,Strongly agree,Strongly agree,Neither agree nor disagree,0,0,1,Not at all familiar,Strongly agree,Somewhat agree,Not at this time,Other (please specify),When the circumstances arise- strongly consider,0,0,0,0,0,0,0,0,0,0,0,0,Require more informaton to make comments,1,0,0,0,0,0,0,0,0,0,0,1,More information required,0,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,1,1,1,1,1,1,1,1,1,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,3,2,Freestanding house,,Own outright,,72,65+,"$500-1000 a week / $26,000-$52,000 a year"
2670,5/12/2024,5/12/2024,Male,PURPLE,METROPOLITAN,Main,1,0,0,0,0,Unsure,1,1,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,2,2,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly agree,Strongly agree,Strongly disagree,1,0,0,Not at all familiar,Somewhat disagree,Strongly disagree,,,,0,0,0,1,1,0,0,0,0,1,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,5 or more,Freestanding house,,Other (please specify),N,49,45-54 years,Prefer not to say
2671,5/12/2024,5/12/2024,Male,LILAC,INTERSTATE,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,1,,,,3,4,5,,,,,,,,,,1,1,2,,,,,,,Strongly agree,Neither agree nor disagree,Strongly disagree,1,1,0,Very familiar,Strongly agree,Strongly agree,,Don't know,,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,1,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,0,0,0,0,0,0,0,0,0,1,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,10,2,Semidetached or terrace,,Own outright,,69,65+,"$500-1000 a week / $26,000-$52,000 a year"
2672,5/12/2024,5/12/2024,Male,ORANGE,REGIONAL,EV,0,1,0,0,0,"20,001-50,000",1,1,0,0,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,,,1,1,2,,,,,,,,,,2,2,2,,,,,,,Strongly agree,Somewhat agree,Somewhat agree,1,1,0,Somewhat familiar,Somewhat agree,Somewhat agree,There are many things that are recommended to look after a car battery. Add the complexity of having enough charge for unplanned travel and then another layer that is V2G and maybe it all gets too complex/,Other (please specify),That depends of how complex it all is.,0,0,0,1,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,1,1,0,0,1,0,,0,Fairly interested,Fairly interested,Fairly uninterested,Not at all interested,Fairly interested,Neither interested nor uninterested,Neither interested nor uninterested,Neither interested nor uninterested,Not at all interested,1,1,0,0,1,0,0,0,0,0,2,1,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,3,Freestanding house,,Own outright,,62,55-64 years,"$3000-4000 a week / $156,000-$208,000 a year"
2674,5/12/2024,5/12/2024,Female,KHAKI,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",1,0,0,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,2,5,5,,,,,,,,,,1,2,2,,,,,,,,,,Strongly disagree,Somewhat disagree,Strongly disagree,0,0,1,Somewhat familiar,Somewhat disagree,Strongly disagree,Not ready to go into this yet. Think it needs to be tested longer.,,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,1,0,1,0,1,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Freestanding house,,Own outright,,73,65+,"$500-1000 a week / $26,000-$52,000 a year"
2675,5/12/2024,5/12/2024,Male,KHAKI,REGIONAL,EV,1,1,0,0,0,"Less than 10,000",0,1,0,0,0,At home,,0,0,1,1,0,,,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,0 - Weekdays,5,5,,,,,,,2,2,2,0 - Weekend days,2,2,,,,,,,Strongly agree,Strongly agree,Strongly agree,1,0,0,Very familiar,Somewhat agree,Somewhat agree,,Other (please specify),When I have a V2G compatible vehicle,0,0,1,0,1,0,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,0,0,1,0,,0,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,Fairly interested,1,1,0,0,0,0,0,0,0,0,1,3,2,Discharge to my home AND discharge to the grid during high demand events (3-4 times a year) to get a small financial benefit,5,2,Freestanding house,,Own outright,,68,65+,Prefer not to say
2678,5/12/2024,5/12/2024,Male,BROWN,RURAL,EV,1,1,0,0,0,"10,000-20,000",1,1,0,1,0,At home,,0,0,0,0,1,0,Grafton Library.,0,1,0,0,0,0,0,0,1,0,0,0,5,5,5,3,3,5,,,,,,,2,2,2,1,1,2,,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1,1,0,Very familiar,Strongly agree,Neither agree nor disagree,"I do not have a grid connection at home. The estimated cost of installing a grid connection to my property is $280,000. Many of these questions aren't applicable to me.",Other (please specify),No grid connection. I do use my EV with V2L as a backup to my home battery.,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,0,,0,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Not at all interested,0,0,0,0,0,0,0,0,0,1,2,1,3,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,2,2,Freestanding house,,Own outright,,40,35-44 years,"$500-1000 a week / $26,000-$52,000 a year"
2679,5/12/2024,5/12/2024,Male,LILAC,METROPOLITAN,Main,1,0,0,0,0,"Less than 10,000",0,0,1,0,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,3,4,5,,,,,,,,,,1,1,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,0,0,1,Not at all familiar,Neither agree nor disagree,Neither agree nor disagree,No,Next 3-5 years,,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,1,0,0,0,0,0,0,0,0,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,5,2,Apartment/unit,,Own outright,,78,65+,Prefer not to say
2680,5/12/2024,5/12/2024,Female,KHAKI,REGIONAL,Main,1,0,0,0,0,"10,000-20,000",1,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,1,0,0,0,0,2,5,5,,,,,,,,,,2,1,2,,,,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Somewhat familiar,Neither agree nor disagree,Strongly disagree,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,1,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,2,Freestanding house,,Own outright,,58,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
2681,5/12/2024,5/12/2024,Male,KHAKI,RURAL,EV,0,1,0,0,0,"10,000-20,000",1,1,0,0,0,At home,,0,0,0,0,1,0,Fast charger sites such as NRMA Casino,1,0,0,1,0,0,0,0,1,0,0,0,,,,3,5,5,,,,,,,,,,1,2,2,,,,,,,Strongly agree,Strongly agree,Somewhat agree,1,0,0,Very familiar,Strongly agree,Strongly agree,The sooner the better,As soon as possible,,0,0,0,0,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,1,Very interested,Very interested,Very interested,Fairly interested,Very interested,Very interested,Fairly interested,Fairly interested,Fairly interested,0,0,0,0,0,0,0,0,0,1,3,1,2,Discharge to my home AND discharge to the grid most nights for the maximum financial benefit,0,2,Freestanding house,,Own outright,,67,65+,"$1000-2000 a week / $52,000-$104,000 a year"
2685,5/12/2024,5/12/2024,Male,KHAKI,METROPOLITAN,Main,1,0,0,0,0,"10,000-20,000",0,1,0,1,0,,,,,,,,,,0,0,0,0,0,0,,0,0,0,1,0,2,2,2,,,,,,,,,,1,1,2,,,,,,,,,,Somewhat agree,Somewhat agree,Neither agree nor disagree,1,0,0,Not at all familiar,Somewhat agree,Somewhat agree,hibert may be better the EV,Next 3-5 years,,0,0,0,0,0,1,0,1,0,1,0,0,,0,0,1,0,0,0,1,0,0,0,1,0,,0,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,Fairly uninterested,1,0,0,0,1,0,0,1,0,0,2,1,3,"Discharge to my home only, to reduce my energy bills",3,3,Freestanding house,,Own outright,,71,65+,"Less than $500 a week / Less than $26,000 a year"
2686,5/12/2024,5/12/2024,Female,ORANGE,RURAL,EV,1,1,0,0,0,"20,001-50,000",1,1,0,1,0,At home,,0,0,0,1,0,,,0,0,0,0,0,0,0,0,1,1,1,0,5,3,1,5,3,0 - Weekdays,,,,,,,1,1,1,2,1,1,,,,,,,Somewhat agree,Somewhat agree,Somewhat disagree,0,0,1,Somewhat familiar,Strongly agree,Somewhat agree,,Next 1-2 years,,0,0,0,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,0,0,,0,Fairly interested,Fairly interested,Fairly interested,Very interested,Fairly interested,Neither interested nor uninterested,Fairly interested,Very interested,Very interested,1,1,0,1,1,0,1,1,1,0,1,2,3,Discharge to my home AND discharge to the grid once a week for a moderate financial benefit,2,2,Freestanding house,,Own with mortgage,,62,55-64 years,"$2000-3000 a week / $104,000-$156,000 a year"
